,Longitude,Latitude,Terrains_mapped,Profundidade_bin,Initial Class_WILDCAT,Initial Class_APPRAISAL,Initial Class_DEVELOPMENT,Initial Class_STRATIGRAPHIC TEST,Initial Class_-1,Field_CABS_NOFIELD,Field_00_BLOCK00_NOFIELD,Field_00_KOKONGO,Field_00_SANHA,Field_00_MAFUMEIRA,Field_00_MINZU,Field_00_NDOLA,Field_00_KAMBALA,Field_00_NKASSA,Field_CABN_NOFIELD,Field_00_MBILI,Field_00_NTENE,Field_00_BANZALA,Field_04_BLOCK04_NOFIELD,Field_04_KIABO,Field_04_GIMBOA,Field_CABC_NOFIELD,Field_00_TAKULA,Field_00_NSANO,Field_00_WAMBA,Field_00_NSANGUI,Field_00_LIFUA,Field_00_NUMBI,Field_00_MALONGONORTH,Field_00_NEMBA,Field_00_LOMBA,Field_00_KUNGULO,Field_00_VUKO,Field_00_MALONGOWEST,Field_00_MALONGOSOUTH,Field_00_LIMBA,Field_00_LIMBASW,Field_00_BOMBOCO,Field_01_BLOCK01_NOFIELD,Field_09_BLOCK09_NOFIELD,Field_17_ACACIA,Field_06_BLOCK06_NOFIELD,Field_02_BLOCK02_NOFIELD,Field_02_MORSAWEST,Field_02_ALBACORE,Field_03_BLOCK03_NOFIELD,Field_05_BLOCK05_NOFIELD,Field_08_BLOCK08_NOFIELD,Field_17_BLOCK17_NOFIELD,Field_31_BLOCK31_NOFIELD,Field_23_BLOCK23_NOFIELD,Field_02_BAGRE,Field_20_BLOCK20_NOFIELD,Field_KON_NOFIELD,Field_15_BATUQUE,Field_15_BLOCK15_NOFIELD,Field_14_BELIZE,Field_KON_BENFICA,Field_16_BENGO,Field_14_BENGUELA,Field_KON_BENTO,Field_03_BUFALO,Field_03_CAAMA,Field_03_CAAMACENTRE,Field_03_CAAMACENTRO,Field_03_CAAMAEST,Field_03_CAAMAESTE,Field_FST_CABECADACOBRA,Field_03_CACO,Field_KON_CACUACO,Field_16_BLOCK16_NOFIELD,Field_02_CALAFATE,Field_33_BLOCK33_NOFIELD,Field_21_BLOCK21_NOFIELD,Field_32_CANELA,Field_02_CAVALA,Field_18_BLOCK18_NOFIELD,Field_CON_NOFIELD,Field_15_CHOCALHO,Field_02_CHOPA,Field_15_CLOCHAS,Field_03_COBO,Field_32_BLOCK32_NOFIELD,Field_18_CROMIO,Field_02_CUNTALA,Field_14_LANDANA,Field_14_BLOCK14_NOFIELD,Field_14_KUITO,Field_17_DALIA,Field_15_DIKANZA,Field_39_BLOCK39_NOFIELD,Field_02_ENGUIANORTH,Field_02_ESPADARTE,Field_02_ESSUNGO,Field_02_ESTRELA,Field_KON_GALINDA,Field_18_GALIO,Field_FST_GANDA,Field_03_GAZELA,Field_32_GENGIBRE,Field_17_GIRASSOL,Field_03_GOLUNGO,Field_10_BLOCK10_NOFIELD,Field_15_HUNGO,Field_03_IMPALA,Field_03_IMPALASUDESTE,Field_38_BLOCK38_NOFIELD,Field_25_BLOCK25_NOFIELD,Field_17_JASMIM,Field_24_BLOCK24_NOFIELD,Field_36_BLOCK36_NOFIELD,Field_04_KIAME,Field_15_KISSANJE,Field_14_LIANZI,Field_17_LIRIO,Field_14_LOBITO,Field_02_LOMBOEAST,Field_02_LOMBONORTH,Field_32_LOURO,Field_KON_LUANDA,Field_LUANGO,Field_FST_LUMUENO,Field_07_BLOCK07_NOFIELD,Field_15_MARIMBA,Field_31_MARTE,Field_15_MAVACOLA,Field_15_MONDO,Field_KON_MULENVOSNORD,Field_KON_MULENVOSSUD,Field_34_BLOCK34_NOFIELD,Field_03_NUNCESUD,Field_03_NUNCESUL,Field_FST_NZOMBO,Field_26_BLOCK26_NOFIELD,Field_35_BLOCK35_NOFIELD,Field_37_BLOCK37_NOFIELD,Field_03_OOMBO,Field_17_ORQUIDEA,Field_17_CLOV,Field_03_PACASSA,Field_18_PALADIO,Field_03_PALANCA,Field_03_PAMBI,Field_17_PERPETUA,Field_31_PLUTAO,Field_18_PLUTONIO,Field_KON_QUENGUELANORD,Field_KON_QUENGUELASUD,Field_FST_QUINFUQUENA,Field_FST_QUINGUILA,Field_QUINGUILA,Field_02_RAIA,Field_17_ROSA,Field_02_SABAO,Field_01_SAFUEIRO,Field_02_SAVELHA,Field_15_SAXI,Field_FST_SEREIA,Field_22_BLOCK22_NOFIELD,Field_02_SULELENORTH,Field_02_SULELESOUTH,Field_02_SULELEWEST,Field_KON_TOBIAS,Field_14_TOMBOCO,Field_14_TOMBUA,Field_02_TUBARAO,Field_40_BLOCK40_NOFIELD,Field_15_XIKOMBA,Field_17_ZINIA,Field_-1,Profundidade em metros
0,-0.9999921051791087,0.7518526359784667,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047.5995199352
1,-0.9999914167985556,0.7518526359852156,0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843.6877301472
2,-0.999995491521174,0.7518526348971698,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2942.5446001416003
3,-0.999995134053257,0.7518526353707187,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4646.07430956
4,-0.999995134053257,0.7518526353706971,1,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4501.903659624
5,-0.999995134053257,0.7518526353706971,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4601.2686394560005
6,-0.999995134053257,0.7518526353706971,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4992.0222486
7,-0.9999952700661052,0.7518526357242222,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1694.0810499312001
8,-0.9999952700661052,0.7518526357242222,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4029.462848856
9,-0.9999946296587575,0.7518526338650394,1,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3963.3206087760004
